resultado_prediccion_normalizado/prediccion_sin_normalizar/cal libre normalizado/cal libre original
0,28533268/1,286/0,12666667/0,81
0,23543428/1,136/0,16333333/0,92
0,17867857/0,966/0,22333333/1,1
0,24624678/1,169/0,25666666/1,2
0,16263716/0,918/0,093333334/0,71
0,19118272/1,004/0,123333335/0,8
0,24077481/1,152/0,21666667/1,08
0,25302514/1,189/0,18333334/0,98
0,101895586/0,736/0,016666668/0,48
0,16532253/0,926/0,11/0,76
0,21238415/1,067/0,22333333/1,1
0,21904327/1,087/0,23/1,12
0,15229945/0,887/0,17666666/0,96
0,35299122/1,489/0,28/1,27
0,30847934/1,356/0,32/1,39
0,47672817/1,86/0,51666665/1,98
0,2776638/1,263/0,35/1,48
0,41230032/1,667/0,42333335/1,7
0,36047894/1,512/0,41666666/1,68
0,19662984/1,02/0,22333333/1,1
0,20618598/1,049/0,21/1,06
0,54405427/2,062/0,5133333/1,97
0,29690897/1,321/0,26333332/1,22
0,133807/0,831/0,16666667/0,93
0,16252698/0,918/0,16/0,91
0,31653067/1,38/0,29/1,3
0,19022506/1,001/0,19333333/1,01
0,1923868/1,007/0,16666667/0,93
0,15116628/0,884/0,07666667/0,66
0,33081287/1,423/0,32333332/1,4
0,06738281/0,632/0,07/0,64
0,30100697/1,333/0,30333334/1,34
0,2940417/1,312/0,26666668/1,23
0,13752824/0,843/0,16/0,91
0,24506472/1,165/0,25333333/1,19
0,19586861/1,018/0,22333333/1,1
0,18819112/0,995/0,16666667/0,93
0,23809381/1,144/0,19/1,0
0,38860452/1,596/0,45333335/1,79
0,17292818/0,949/0,16333333/0,92
0,15676491/0,9/0,17666666/0,96
0,12889974/0,817/0,086666666/0,69
0,10292336/0,739/0,06666667/0,63
0,15984201/0,91/0,15/0,88
0,21057254/1,062/0,18333334/0,98
0,22291237/1,099/0,16666667/0,93
0,12964286/0,819/0,096666664/0,72
0,13396728/0,832/0,11333334/0,77
0,34930772/1,478/0,33333334/1,43
0,38201594/1,576/0,41/1,66
0,19078971/1,002/0,15666667/0,9
0,12642637/0,809/0,11/0,76
0,17149927/0,945/0,19/1,0
0,049545765/0,579/0,03/0,52
0,07900056/0,667/0,06/0,61
0,16126135/0,914/0,15333334/0,89
0,10248989/0,738/0,036666665/0,54
0,13365126/0,831/0,11666667/0,78
0,114657015/0,774/0,12/0,79
0,15044114/0,881/0,17333333/0,95
0,1765626/0,96/0,14/0,85
0,049599826/0,579/0,0033333334/0,44
0,059719265/0,609/0,053333335/0,59
0,09579542/0,717/0,096666664/0,72
0,111831546/0,766/0,10333333/0,74
0,1672945/0,932/0,22333333/1,1
0,1765526/0,96/0,19/1,0
0,11530268/0,776/0,06666667/0,63
0,09782457/0,724/0,06/0,61
0,13638166/0,839/0,09/0,7
0,1433061/0,86/0,12666667/0,81
0,14757714/0,873/0,13666667/0,84
0,20864297/1,056/0,17666666/0,96
0,19963488/1,029/0,18333334/0,98
0,12769912/0,813/0,07666667/0,66
0,12513675/0,805/0,06/0,61
0,066608876/0,63/0,043333333/0,56
0,20919871/1,058/0,18/0,97
0,19686958/1,021/0,17333333/0,95
0,1639095/0,922/0,15/0,88
0,17534469/0,956/0,07666667/0,66
0,25096887/1,183/0,23/1,12
0,06442815/0,623/0,086666666/0,69
0,8399967/2,95/0,8233333/2,9
0,061587334/0,615/0,026666667/0,51
0,18588439/0,988/0,18333334/0,98
0,22587976/1,108/0,21/1,06
0,06010461/0,61/0,09/0,7
0,1196332/0,789/0,10666667/0,75
0,064997435/0,625/0,05666667/0,6
0,022552013/0,498/0,0/0,43
0,18243384/0,977/0,13333334/0,83
0,15460403/0,894/0,11666667/0,78
0,16312072/0,919/0,15333334/0,89
0,3325917/1,428/0,31666666/1,38
0,012877166/0,469/0,02/0,49
0,10605565/0,748/0,093333334/0,71
0,23846316/1,146/0,25/1,18
1,014746/3,475/1,0/3,43
0,07151991/0,645/0,09/0,7
0,09705344/0,721/0,086666666/0,69
0,058917165/0,607/0,02/0,49
0,08220196/0,677/0,023333333/0,5
0,11551291/0,777/0,07666667/0,66
0,093328625/0,71/0,07/0,64
0,11356068/0,771/0,11666667/0,78
0,08866078/0,696/0,083333336/0,68
0,11495924/0,775/0,043333333/0,56
0,08983487/0,7/0,05666667/0,6
0,06376183/0,621/0,036666665/0,54
0,1332402/0,83/0,17333333/0,95
0,18615963/0,989/0,17333333/0,95
0,0775224/0,663/0,07666667/0,66
0,17826867/0,965/0,13333334/0,83
0,14150307/0,855/0,15666667/0,9
0,11036281/0,761/0,07666667/0,66
0,123073906/0,799/0,083333336/0,68
0,10191125/0,736/0,036666665/0,54
0,14659074/0,87/0,11/0,76
0,16841504/0,935/0,15/0,88
0,25263622/1,188/0,23/1,12
0,08275837/0,678/0,07333333/0,65
0,12805723/0,814/0,14333333/0,86
0,03611487/0,538/0,05/0,58
0,0044980347/0,443/0,046666667/0,57
0,07691997/0,661/0,11666667/0,78
0,13917874/0,848/0,19333333/1,01
0,3074685/1,353/0,34333333/1,46
0,11913055/0,787/0,13333334/0,83
0,111620486/0,765/0,10666667/0,75
0,17418131/0,953/0,16/0,91
0,069628954/0,639/0,023333333/0,5
0,096658245/0,72/0,06333333/0,62
0,063578665/0,621/0,023333333/0,5
0,17339878/0,95/0,15666667/0,9
0,16354404/0,921/0,14333333/0,86
0,18743771/0,992/0,13333334/0,83
0,11156054/0,765/0,093333334/0,71
0,2664066/1,229/0,24666667/1,17
0,13107055/0,823/0,14666666/0,87
0,14017716/0,851/0,07666667/0,66
0,13820806/0,845/0,10333333/0,74
0,04759389/0,573/0,03/0,52
0,1165185/0,78/0,07/0,64
0,0979678/0,724/0,04/0,55
0,055918783/0,598/0,043333333/0,56
0,073137164/0,649/0,07/0,64
0,09870598/0,726/0,05666667/0,6
0,044755638/0,564/0,036666665/0,54
0,08852407/0,696/0,09/0,7
0,16698876/0,931/0,15/0,88
0,15330519/0,89/0,11666667/0,78
0,23647073/1,14/0,13333334/0,83
0,25004414/1,18/0,21333334/1,07
0,029021502/0,517/0,05/0,58
0,066937625/0,631/0,04/0,55
0,09173387/0,705/0,10333333/0,74
