resultado_calidad/cal libre normalizado/cal libre original
0,049599826/0,0033333334/0,44
0,059719265/0,053333335/0,59
0,09579542/0,096666664/0,72
0,111831546/0,10333333/0,74
0,1672945/0,22333333/1,1
0,1765526/0,19/1,0
0,11530268/0,06666667/0,63
0,09782457/0,06/0,61
0,13638166/0,09/0,7
0,1433061/0,12666667/0,81
0,14757714/0,13666667/0,84
0,20864297/0,17666666/0,96
0,19963488/0,18333334/0,98
0,12769912/0,07666667/0,66
0,12513675/0,06/0,61
0,066608876/0,043333333/0,56
0,20919871/0,18/0,97
0,19686958/0,17333333/0,95
0,1639095/0,15/0,88
0,17534469/0,07666667/0,66
0,25096887/0,23/1,12
0,06442815/0,086666666/0,69
0,8399967/0,8233333/2,9
0,061587334/0,026666667/0,51
0,18588439/0,18333334/0,98
0,22587976/0,21/1,06
0,06010461/0,09/0,7
0,1196332/0,10666667/0,75
0,064997435/0,05666667/0,6
0,022552013/0,0/0,43
0,18243384/0,13333334/0,83
0,15460403/0,11666667/0,78
0,16312072/0,15333334/0,89
0,3325917/0,31666666/1,38
0,012877166/0,02/0,49
0,10605565/0,093333334/0,71
0,23846316/0,25/1,18
1,014746/1,0/3,43
0,07151991/0,09/0,7
0,09705344/0,086666666/0,69
0,058917165/0,02/0,49
0,08220196/0,023333333/0,5
0,11551291/0,07666667/0,66
0,093328625/0,07/0,64
0,11356068/0,11666667/0,78
0,08866078/0,083333336/0,68
0,11495924/0,043333333/0,56
0,08983487/0,05666667/0,6
0,06376183/0,036666665/0,54
0,1332402/0,17333333/0,95
0,18615963/0,17333333/0,95
0,0775224/0,07666667/0,66
0,17826867/0,13333334/0,83
0,14150307/0,15666667/0,9
0,11036281/0,07666667/0,66
0,123073906/0,083333336/0,68
0,10191125/0,036666665/0,54
0,14659074/0,11/0,76
0,16841504/0,15/0,88
0,25263622/0,23/1,12
0,08275837/0,07333333/0,65
0,12805723/0,14333333/0,86
0,03611487/0,05/0,58
0,0044980347/0,046666667/0,57
0,07691997/0,11666667/0,78
0,13917874/0,19333333/1,01
0,3074685/0,34333333/1,46
0,11913055/0,13333334/0,83
0,111620486/0,10666667/0,75
0,17418131/0,16/0,91
0,069628954/0,023333333/0,5
0,096658245/0,06333333/0,62
0,063578665/0,023333333/0,5
0,17339878/0,15666667/0,9
0,16354404/0,14333333/0,86
0,18743771/0,13333334/0,83
0,11156054/0,093333334/0,71
0,2664066/0,24666667/1,17
0,13107055/0,14666666/0,87
0,14017716/0,07666667/0,66
0,13820806/0,10333333/0,74
0,04759389/0,03/0,52
0,1165185/0,07/0,64
0,0979678/0,04/0,55
0,055918783/0,043333333/0,56
0,073137164/0,07/0,64
0,09870598/0,05666667/0,6
0,044755638/0,036666665/0,54
0,08852407/0,09/0,7
0,16698876/0,15/0,88
0,15330519/0,11666667/0,78
0,23647073/0,13333334/0,83
0,25004414/0,21333334/1,07
0,029021502/0,05/0,58
0,066937625/0,04/0,55
0,09173387/0,10333333/0,74
