"%O2"/"%NO"/"%CO"/"BTZ (°C)"/"FCC (T/h)"/"AH (T/h)"/"AMP"/"CIM (t)"/"CG (T/h)"/"RPM"/"BET (°C)"/"% CO2"/"% C3S"/"% C3A"/"% C2S"/"% C4AF"/"% CaO(l)"/"Prediccion Cal"/"Calificacion real"/"Calificacion predicha"/"fecha_hora"
4.0089/1092.0/0.109/1457.48/6.5832/155.07/242.5825/0.03534667/0.01449/2.91359996795654/581.1/14.1413/63.5/8.8/15.3/8.1/0.81/0.754/Alta/Alta/2010-10-14 04:19:00.000
3.9459/916.8/0.0851/1453.49/6.74280023574829/155.412/207.48/0.03513334/0.01239583/2.77160000801086/583.299987792969/13.46532/61.9/8.2/16.5/7.9/1.61/1.717/Regular/Regular/2010-10-14 08:11:00.000
3.4545/1116.4/0.0877/1493.39/6.72119998931885/153.233993530273/204.82/0.035/0.0146533334627748/2.81640005111694/587.799987792969/13.1632/63.3/8.1/15.6/8.0/1.4/1.245/Regular/Regular/2010-10-14 12:32:00.000
3.9711/1551.4/0.0721/1595.80004882813/6.8148/156.402/198.1225/0.03117333/0.0118305841460824/2.81920003890991/582.2/13.25628/65.8/8.2/13.7/8.2/0.76/0.776/Alta/Alta/2010-10-14 20:21:00.000
4.1622/1121.0/0.0474/1451.81/6.588/156.726/240.255/0.03294667/0.0078639183193445/2.81920003890991/579.799987792969/13.83917/65.0/8.2/14.5/8.0/0.97/0.937/Alta/Alta/2010-10-15 00:04:00.000
4.5381/890.8/0.0518000014126301/1371.03/6.5688/153.179992675781/246.7625/0.03274667/0.0092866672202944/2.81920003890991/581.900024414063/14.40452/63.3/8.1/15.9/8.5/1.12/1.121/Regular/Regular/2010-10-15 04:28:00.000
3.7317/1146.4/0.0542/1514.95/6.6852/152.982/226.955/0.03689333/0.0128566669300199/2.81920003890991/578.6/13.87808/65.1/8.0/14.5/7.8/1.2/1.043/Regular/Regular/2010-10-15 08:56:00.000
4.5045/950.8/0.0766/1400.15/6.9804/155.466/225.3875/0.02316/0.0110075008124113/2.86879992485046/579.5/13.50195/67.3/8.0/12.7/7.8/0.8/0.691/Alta/Alta/2010-10-15 12:13:00.000
4.4016/1337.4/0.0187999997287989/1465.32/7.11240005493164/154.494/278.0175/0.02668/0.0/2.81559991836548/590.5/13.33333/65.4/8.3/13.1/8.0/1.38/1.234/Regular/Regular/2010-10-15 17:00:00.000
4.6011/1443.8/0.0347/1491.36/7.0536/159.66/242.3925/0.01976/0.0060987505130469/2.89800000190735/580.5/13.87808/67.9/8.2/11.8/7.8/1.0/0.739/Alta/Alta/2010-10-15 20:24:00.000
